Plot,Plot_Size,Stem_Inference_Area_for_Saplings,Stem_Inference_Area_for_Trees,MinimumTreeSize,TreeData,PlotTotalDensity,PlotTotalBA,Tree data complete,Physiognomy,Tree Cover,Tree Height,Tree Leaf Type,Tree Phenology,Shrub Cover,Shrub Height,Shrub Leaf Type,Shrub Phenology,Herb Cover,Herb Height,Herb Life Form,Herb Growth Habit,Bryophyte Cover,Bryophyte Life Form,Elevation,Aspect,Slope,CEC,pH,OM,N,S,P,Ca,Mg,CaMgRatio,K,Na,B,Fe,Mn,Cu,Zn,Al,Base Saturation,FertilityIndex,Latitude,Longitude,UTMN,UTME,UTM Zone,Location Method,Estimated Accuracy
SMYT003,1000,1000,1000,,Yes,3550,33.2615732,TRUE,Forest,80,35,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,80,,Forb,Perennial Herb,2,Bryophyte,598,55,22,7.760000229,5.699999809,4.550000191,96,27,19,1160,145,8,103,6,0.930000007,124,125,0.889999986,1.330000043,519,94.09999847,7.302159786,365520.3484,813537.9284,4086420,447106,17,GPS,Confident computed pos. within 25 m of true pos.
SUFC011,1000,1000,1500,,Yes,698,14.39798987,TRUE,Woodland,15,15,Needle - leaved,Evergreen,20,0.600000024,Broad - leaved,Deciduous,40,0 - 0.5,Ericad,Deciduous Woody,15,Mixed,8,flat,,2.529999971,4,1.090000033,42,15,9,120,24,5,11,7,1.190000057,47,1,0.289999992,0.400000006,74,33.75,0.853874981,363331.1688,765427.5688,4047608,329279,18,GPS,Confident computed pos. within 25 m of true pos.
SUFC012,1000,1000,1000,,Yes,1480,24.7119486,TRUE,Forest,50,21,Broad - leaved,Mixed Deciduous,60,1,Broad - leaved,Deciduous,25,0.1 - 0.5,Ericad,Deciduous Woody,1,Lichen,9,308,3,11.07999992,4,2.650000095,73,23,25,119,27,4.407407284,11,7,0.810000002,256,1,0.50999999,0.469999999,508,7.920000076,0.877535999,363402.28,765426.28,4048566,329330,18,GPS,Confident computed pos. within 25 m of true pos.
SUFC013,1000,1000,1000,,Yes,2130,23.94306719,TRUE,Forest,60,25,Broad - leaved,Deciduous,40,0.899999976,Broad - leaved,Deciduous,30,0.2 - 0.5,Ericad,Deciduous Woody,1,Bryophyte,7,flat,,10.59000015,3.900000095,1.860000014,57,29,24,219,51,4.294117451,18,9,1.090000033,159,2,0.620000005,0.589999974,307,15.17000008,1.60650301,363414.0484,765421.5208,4048926,329455,18,GPS,Confident computed pos. within 25 m of true pos.
SUFC014,400,80,400,,Yes,9650,55.78101881,TRUE,Forest,70,35,Broad - leaved,Deciduous,60,4,Broad - leaved,Mixed Deciduous,5,,Mixed,Evergreen Woody,5,Bryophyte,7,flat,,20.92000008,3.900000095,8.890000343,119,31,40,119,33,3.606060505,25,9,0.689999998,61,1,0.289999992,0.730000019,722,4.659999847,0.974871993,363508.0808,765356.94,4050579,330099,18,GPS,Confident computed pos. within 25 m of true pos.
SUFC015,1000,1000,1500,,Yes,1616,17.18586244,TRUE,Woodland,5,17,Needle - leaved,Evergreen,20,6,Broad - leaved,Deciduous,1,0.2 - 0.5,Woody Seedling,Deciduous Woody,20,Mixed,9,flat,,1.289999962,4.5,0.930000007,37,31,180,111,27,4.111111164,9,7,0.970000029,425,2,0.550000012,1.169999957,619,64.5,0.832050025,363408.0004,765318.6,4048709,331016,18,GPS,Confident computed pos. within 25 m of true pos.
SURR003,400,400,400,,Yes,1050,74.22795659,TRUE,Forest,,,Needle - leaved,Deciduous,,,,,,,,,,,0,135,0,28.56999969,5.800000191,28.90999985,130,142,26,3786,371,10.2048521,101,220,1.289999962,539,28,0.689999998,4.710000038,239,81.33999634,23.2388382,371219.368,764912.936,4119208,338469,18,GPS,Confident computed pos. within 25 m of true pos.
SUSS002P,1000,1000,1500,,Yes,550,20.09616078,TRUE,Woodland,20,25,Needle - leaved,Evergreen,5,2,Broad - leaved,Deciduous,95,0.4-1.9,Graminoid,Perennial Herb,15,Bryophyte,33,flat,,10.06000042,4.300000191,2.579999924,72,33,18,136,36,3.777777672,22,9,0.850000024,331,1,0.409999996,0.579999983,751,10.69999981,1.07641995,365815.7008,770441.7,4093677,315004,18,GPS,Confident computed pos. within 25 m of true pos.
TROW002P,100,100,100,,Yes,100,0.001963496,TRUE,Herbaceous,,,,,,,,,40,0.8-1.4,Graminoid,Perennial Herb,,,0,flat,,,,,,,,,,,,,,,,,,,,,371136.78,760015.84,4116816,410858,18,GPS,Confident computed pos. within 25 m of true pos.
WARM001,400,400,400,,Yes,3275,27.42667296,TRUE,Forest,70,,Broad - leaved,Deciduous,70,,Broad - leaved,Deciduous,70,,Mixed,Deciduous Woody,,,1136,281,2,19.20999908,3.799999952,4.320000172,93,28,81,46,13,3.538461447,34,13,0.699999988,376,41,0.680000007,2.039999962,1164,2.50999999,0.482170999,375726.3988,794958.9008,4201723,602518,17,GPS,Confident computed pos. within 25 m of true pos.
WARM002,400,400,400,,Yes,3675,36.24628272,TRUE,Forest,90,,Broad - leaved,Deciduous,50,,Broad - leaved,Deciduous,70,,Forb,Perennial Herb,,,1085,302,5,20.37999916,3.799999952,9.289999962,121,34,81,196,34,5.764705658,130,13,0.620000005,156,325,0.860000014,3.380000114,1425,8.109999657,1.652817965,375919.6008,794845.7992,4205235,604258,17,GPS,Confident computed pos. within 25 m of true pos.
WARM003,400,400,400,,Yes,2575,58.30020251,TRUE,Forest,90,,Needle - leaved,Mixed Evergreen,50,,Broad - leaved,Mixed Evergreen,5,,Forb,Perennial Herb,15,Bryophyte,1019,82,4,29.94000053,3.099999905,5.590000153,103,16,10,19,9,2.111111164,12,12,0.75,566,4,0.200000003,1.669999957,421,0.839999974,0.251495987,375919.2984,794809.7992,4205237,605136,17,topo map,Confident computed pos. 25-100m from true pos.
WENT001,400,400,400,,Yes,1300,32.0184048,TRUE,Woodland,80,35,Broad - leaved,Deciduous,55,,Broad - leaved,Deciduous,50,,Mixed,Perennial Herb,1,Mixed,24,120,22,36.99000168,7.300000191,5.480000019,102,29,65,7066,144,49.06944275,146,20,1.200000048,57,76,1.129999995,5.690000057,56,100,36.99000168,373000.828,765131.968,4151990,335687,18,topo map,
WEST001,800,800,800,,Yes,1361,29.0405299,TRUE,Forest,80,40,Broad - leaved,Deciduous,25,,Broad - leaved,Deciduous,40,,Pteridophyte,Perennial Herb,1,Bryophyte,17,83,18,6.559999943,4.300000191,2.279999971,66,31,25,148,41,3.609755993,47,7,0.75,206,39,0.219999999,0.870000005,591,18.75,1.230000019,380524.5688,765603.1488,4217585,330382,18,GPS,Confident computed pos. 25-100m from true pos.
YORK003,1000,1000,1000,,Yes,2540,41.64715847,TRUE,Forest,70,36,Broad - leaved,Deciduous,20,6,Broad - leaved,Mixed Evergreen,1,0.1,Woody Seedling,Deciduous Woody,1,Bryophyte,3,flat,,14.57999992,3.700000048,7.309999943,112,44,29,300,41,7.320000172,24,9,1.019999981,207,1,0.629999995,1.269999981,226,13.31999969,1.940000057,371142.5688,762742.6204,4117523,370261,18,GPS,Confident computed pos. within 25 m of true pos.
YORK004,1000,1000,1000,,Yes,2580,44.42335305,TRUE,Forest,70,,Broad - leaved,Deciduous,25,6,Broad - leaved,Mixed Evergreen,1,,Woody Seedling,Deciduous Woody,1,Bryophyte,3,flat,,8.609999657,5.099999905,4.75,98,48,56,307,50,6.139999866,31,8,0.970000029,234,4,0.519999981,1.5,358,23.95000076,2.062094927,371145.7008,762743.8408,4117620,370232,18,GPS,Confident computed pos. within 25 m of true pos.
GRAF204,200,200,200,,Yes,1150,0.205774322,TRUE,Herbaceous with sparse shrub layer,,,,,2,2,Broad - leaved,Deciduous,90,0.2,Graminoid,Perennial Herb,<1,Bryophyte,16,flat,0,14.51000023,4.300000191,5.619999886,103,24,45,222,59,3.762711763,53,31,0.200000003,207,12,0.819999993,1.49000001,1245,12.89999962,1.871790051,371124.9,763037.188,4117046,365948,18,GPS,Confident computed pos. within 10 m of true pos.
GRAF205,200,200,200,,Yes,2400,2.122577906,TRUE,Shrubland / Sparse Shrubland,,,,,30,3,Broad - leaved,Deciduous,27,0.1,Graminoid,Annual Herb,2,Bryophyte,16,flat,0,16.44000053,4.300000191,9.470000267,122,109,90,141,39,3.615384579,74,33,0.200000003,59,1,0.939999998,0.860000014,2034,8.31000042,1.366163969,371056.82,762931.74,4116155,367549,18,GPS,Confident computed pos. within 10 m of true pos.
CHUB003R,1000,1000,1000,,Yes,1570,10.40051778,TRUE,Woodland,30,,,,40,,,,70,,,,0,,14,flat,0,1.649999976,4.699999809,1.529999971,51,8,8,181,19,9.526315689,23,17,0.200000003,182,15,0.720000029,0.790000021,553,72.23999786,1.191959977,365215.5380836,771049.36785096,4082780,305658,18,GPS,Confident computed pos. within 10 m of true pos.
